id,sura,aya,arabic_text,URL,translation
1041,7,87,وَإِن كَانَ طَآئِفَةٞ مِّنكُمۡ ءَامَنُواْ بِٱلَّذِيٓ أُرۡسِلۡتُ بِهِۦ وَطَآئِفَةٞ لَّمۡ يُؤۡمِنُواْ فَٱصۡبِرُواْ حَتَّىٰ يَحۡكُمَ ٱللَّهُ بَيۡنَنَاۚ وَهُوَ خَيۡرُ ٱلۡحَٰكِمِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1041.mp3,«ከእናንተም በዚያ እኔ በእርሱ በተላክሁበት ያመኑ ጭፍሮችና ያላመኑ ጭፍሮችም ቢኖሩ በመካከላችን አላህ እስከሚፈርድ ታገሱ፡፡ እርሱም ከፈራጆች ሁሉ በላጭ ነው፡፡»
1042,7,88,۞ قَالَ ٱلۡمَلَأُ ٱلَّذِينَ ٱسۡتَكۡبَرُواْ مِن قَوۡمِهِۦ لَنُخۡرِجَنَّكَ يَٰشُعَيۡبُ وَٱلَّذِينَ ءَامَنُواْ مَعَكَ مِن قَرۡيَتِنَآ أَوۡ لَتَعُودُنَّ فِي مِلَّتِنَاۚ قَالَ أَوَلَوۡ كُنَّا كَٰرِهِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1042.mp3,ከሕዝቦቹ እነዚያ የኮሩት መሪዎች፡- «ሹዓይብ ሆይ! አንተንና እነዚያን ከአንተጋር ያመኑትን ከከተማችን በእርግጥ እናስወጣችኋለን፡፡ ወይም ወደ ሃይማኖታችን መመለስ አለባችሁ አሉ፡፡ የጠላንም ብንኾን» አላቸው፡፡
1043,7,89,قَدِ ٱفۡتَرَيۡنَا عَلَى ٱللَّهِ كَذِبًا إِنۡ عُدۡنَا فِي مِلَّتِكُم بَعۡدَ إِذۡ نَجَّىٰنَا ٱللَّهُ مِنۡهَاۚ وَمَا يَكُونُ لَنَآ أَن نَّعُودَ فِيهَآ إِلَّآ أَن يَشَآءَ ٱللَّهُ رَبُّنَاۚ وَسِعَ رَبُّنَا كُلَّ شَيۡءٍ عِلۡمًاۚ عَلَى ٱللَّهِ تَوَكَّلۡنَاۚ رَبَّنَا ٱفۡتَحۡ بَيۡنَنَا وَبَيۡنَ قَوۡمِنَا بِٱلۡحَقِّ وَأَنتَ خَيۡرُ ٱلۡفَٰتِحِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1043.mp3,«አላህ ከእርሷ ከአዳነን በኋላ ወደ ሃይማኖታችሁ ብንመለስ በአላህ ላይ በእርግጥ ውሸትን ቀጠፍን፡፡ አላህ ጌታችን ካልሻም በስተቀር ለእኛ ወደእርሷ ልንመለስ አይገባንም፡፡ ጌታችን ዕውቀቱ ሁሉን ነገር ሰፋ፡፡ በአላህ ላይ ተጠጋን፡፡ ጌታችን ሆይ! በኛና በወገኖቻችን መካከል በውነት ፍረድ፡፡ አንተም ከፈራጆቹ ሁሉ በላጭ ነህ» (አለ)
1044,7,90,وَقَالَ ٱلۡمَلَأُ ٱلَّذِينَ كَفَرُواْ مِن قَوۡمِهِۦ لَئِنِ ٱتَّبَعۡتُمۡ شُعَيۡبًا إِنَّكُمۡ إِذٗا لَّخَٰسِرُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1044.mp3,ከወገኖቹም እነዚያ የካዱት መሪዎች «ሹዓይብን ብትከተሉ እናንተ ያን ጊዜ ከሳሪዎች ናችሁ» አሉ፡፡
1045,7,91,فَأَخَذَتۡهُمُ ٱلرَّجۡفَةُ فَأَصۡبَحُواْ فِي دَارِهِمۡ جَٰثِمِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1045.mp3,ወዲያውም የምድር መንቀጥቀጥ (ጩኸትም) ያዘቻቸው፡፡ በከተማቸውም ውስጥ ተንከፍርረው አነጉ፡፡
1046,7,92,ٱلَّذِينَ كَذَّبُواْ شُعَيۡبٗا كَأَن لَّمۡ يَغۡنَوۡاْ فِيهَاۚ ٱلَّذِينَ كَذَّبُواْ شُعَيۡبٗا كَانُواْ هُمُ ٱلۡخَٰسِرِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1046.mp3,እነዚያ ሹዓይብን ያሰተባበሉት በእርሷ እንዳልነበሩባት ኾኑ፡፡ እነዚ ሹዓይብን ያስተባበሉት እነርሱ ከሳሪዎች ኾኑ፡፡
1047,7,93,فَتَوَلَّىٰ عَنۡهُمۡ وَقَالَ يَٰقَوۡمِ لَقَدۡ أَبۡلَغۡتُكُمۡ رِسَٰلَٰتِ رَبِّي وَنَصَحۡتُ لَكُمۡۖ فَكَيۡفَ ءَاسَىٰ عَلَىٰ قَوۡمٖ كَٰفِرِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1047.mp3,ከእነርሱም (ትቷቸው) ዞረ፡- «ወገኖቼ ሆይ! የጌታዬን መልክቶች በእርግጥ አደረስኩላችሁ፡፡ ለእናንተም መከርኩ፡፡ ታዲያ በከሓዲዎች ሰዎች ላይ እንዴት አዝናለሁ» አለም፡፡
1048,7,94,وَمَآ أَرۡسَلۡنَا فِي قَرۡيَةٖ مِّن نَّبِيٍّ إِلَّآ أَخَذۡنَآ أَهۡلَهَا بِٱلۡبَأۡسَآءِ وَٱلضَّرَّآءِ لَعَلَّهُمۡ يَضَّرَّعُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1048.mp3,በከተማ አንድንም ነቢይ አልላክንም ሰዎችዋን ይዋደቁ ዘንድ በድህነትና በጉዳት የያዝናቸው ብንኾን እንጂ፡፡
1049,7,95,ثُمَّ بَدَّلۡنَا مَكَانَ ٱلسَّيِّئَةِ ٱلۡحَسَنَةَ حَتَّىٰ عَفَواْ وَّقَالُواْ قَدۡ مَسَّ ءَابَآءَنَا ٱلضَّرَّآءُ وَٱلسَّرَّآءُ فَأَخَذۡنَٰهُم بَغۡتَةٗ وَهُمۡ لَا يَشۡعُرُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1049.mp3,ከዚያም እስከበዙና «አባቶቻችንን ድህነትና በሺታ በእርግጥ ነክቷቸዋል፡፡ (ይኽም የጊዜ ልማድ ነው)» እስካሉ ድረስ በመጥፎው ስፍራ በጎውን ለወጥን፡፡ ወዲያውም እነርሱ የማያውቁ ኾነው በድንገት ያዝናቸው፡፡
1050,7,96,وَلَوۡ أَنَّ أَهۡلَ ٱلۡقُرَىٰٓ ءَامَنُواْ وَٱتَّقَوۡاْ لَفَتَحۡنَا عَلَيۡهِم بَرَكَٰتٖ مِّنَ ٱلسَّمَآءِ وَٱلۡأَرۡضِ وَلَٰكِن كَذَّبُواْ فَأَخَذۡنَٰهُم بِمَا كَانُواْ يَكۡسِبُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1050.mp3,የከተማዋም ሰዎች ባመኑና በተጠነቀቁ ኖሮ በእነሱ ላይ ከሰማይም ከምድርም በረከቶችን በከፈትንላቸው ነበር፡፡ ግን አስተባበሉ፡፡ ይሠሩት በነበሩትም ኃጢኣት ያዝናቸው፡፡
1051,7,97,أَفَأَمِنَ أَهۡلُ ٱلۡقُرَىٰٓ أَن يَأۡتِيَهُم بَأۡسُنَا بَيَٰتٗا وَهُمۡ نَآئِمُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1051.mp3,የከተማዋ ሰዎችም እነሱ የተኙ ኾነው ቅጣታችን ሌሊት ሊመጣባቸው አይፈሩምን
1052,7,98,أَوَأَمِنَ أَهۡلُ ٱلۡقُرَىٰٓ أَن يَأۡتِيَهُم بَأۡسُنَا ضُحٗى وَهُمۡ يَلۡعَبُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1052.mp3,የከተማዋ ሰዎችም እነሱ የሚጫወቱ ኾነው ሳሉ ቅጣታችን ቀን በረፋድ ሊመጣባቸው አይፈሩምን
1053,7,99,أَفَأَمِنُواْ مَكۡرَ ٱللَّهِۚ فَلَا يَأۡمَنُ مَكۡرَ ٱللَّهِ إِلَّا ٱلۡقَوۡمُ ٱلۡخَٰسِرُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1053.mp3,የአላህንም ማዘናጋት አይፈሩምን የአላህንም ማዘናጋት ከከሳሪዎች ሕዝቦች በስተቀር የሚተማመን የለም፡፡
1054,7,100,أَوَلَمۡ يَهۡدِ لِلَّذِينَ يَرِثُونَ ٱلۡأَرۡضَ مِنۢ بَعۡدِ أَهۡلِهَآ أَن لَّوۡ نَشَآءُ أَصَبۡنَٰهُم بِذُنُوبِهِمۡۚ وَنَطۡبَعُ عَلَىٰ قُلُوبِهِمۡ فَهُمۡ لَا يَسۡمَعُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1054.mp3,ለእነዚያ ምድርን ከባለቤቶችዋ (ጥፋት) በኋላ ለሚወርሱት ብንሻ ኖሮ በኃጢኣቶቻቸው የምንቀጣቸው መኾናችን አልተገለጸላቸውምን በልቦቻቸውም ላይ እናትማለን፡፡ ስለዚህ እነርሱ አይሰሙም፡፡
1055,7,101,تِلۡكَ ٱلۡقُرَىٰ نَقُصُّ عَلَيۡكَ مِنۡ أَنۢبَآئِهَاۚ وَلَقَدۡ جَآءَتۡهُمۡ رُسُلُهُم بِٱلۡبَيِّنَٰتِ فَمَا كَانُواْ لِيُؤۡمِنُواْ بِمَا كَذَّبُواْ مِن قَبۡلُۚ كَذَٰلِكَ يَطۡبَعُ ٱللَّهُ عَلَىٰ قُلُوبِ ٱلۡكَٰفِرِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1055.mp3,እነዚህ ከተሞች (ከኑሕ እስከ ሹዓይብ ሰዎች የተነገሩት) ከወሬዎቻቸው ባንተ ላይ እንተርካለን፡፡ መልክተኞቻቸውም በግልጽ ተዓምራት በእርግጥ መጥተዋቸዋል፡፡ ከመምጣታቸው በፊት ባስተባበሉትም ነገር የሚያምኑ አልኾኑም፡፡ እንደዚሁ አላህ በከሓዲያን ልቦች ላይ ያትማል፡፡
1056,7,102,وَمَا وَجَدۡنَا لِأَكۡثَرِهِم مِّنۡ عَهۡدٖۖ وَإِن وَجَدۡنَآ أَكۡثَرَهُمۡ لَفَٰسِقِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1056.mp3,ለብዙዎቻቸውም በቃል ኪዳናቸው መሙላትን አላገኘንም፡፡ አብዛኞቻቸውንም በእርግጥ አመጸኞች ኾነው አገኘናቸው፡፡
1057,7,103,ثُمَّ بَعَثۡنَا مِنۢ بَعۡدِهِم مُّوسَىٰ بِـَٔايَٰتِنَآ إِلَىٰ فِرۡعَوۡنَ وَمَلَإِيْهِۦ فَظَلَمُواْ بِهَاۖ فَٱنظُرۡ كَيۡفَ كَانَ عَٰقِبَةُ ٱلۡمُفۡسِدِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1057.mp3,ከዚያም ከበኋላቸው ሙሳን ወደ ፈርዖንና ወደ መማክርቶቹ በተዓምራታችን ላክነው፡፡ በእርሷም ካዱ፡፡ ያጥፊዎችም መጨረሻ እንዴት እንደነበረ ተመልከት፡፡
1058,7,104,وَقَالَ مُوسَىٰ يَٰفِرۡعَوۡنُ إِنِّي رَسُولٞ مِّن رَّبِّ ٱلۡعَٰلَمِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1058.mp3,ሙሳም አለ፡- «ፈርዖን ሆይ! እኔ ከዓለማት ጌታ የተላክሁ መልክተኛ ነኝ፡፡»
1059,7,105,حَقِيقٌ عَلَىٰٓ أَن لَّآ أَقُولَ عَلَى ٱللَّهِ إِلَّا ٱلۡحَقَّۚ قَدۡ جِئۡتُكُم بِبَيِّنَةٖ مِّن رَّبِّكُمۡ فَأَرۡسِلۡ مَعِيَ بَنِيٓ إِسۡرَٰٓءِيلَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1059.mp3,«»በአላህ ላይ ከእውነት በቀር አለመናገር ተገቢዬ ነው፡፡ ከጌታችሁ በተዓምር በእርግጥ መጣኋችሁ፡፡ የእስራኤልንም ልጆች ከእኔ ጋር ልቀቅ፡፡
1060,7,106,قَالَ إِن كُنتَ جِئۡتَ بِـَٔايَةٖ فَأۡتِ بِهَآ إِن كُنتَ مِنَ ٱلصَّٰدِقِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1060.mp3,(ፈርዖንም «በተዓምር የመጣህ እንደኾንክ ከውነተኞቹ ከኾንክ እርሷን አምጣት» አለው፡፡
1061,7,107,فَأَلۡقَىٰ عَصَاهُ فَإِذَا هِيَ ثُعۡبَانٞ مُّبِينٞ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1061.mp3,በትሩንም ጣለ፡፡ እርስዋም ወዲያውኑ ግልጽ እባብ ኾነች፡፡
1062,7,108,وَنَزَعَ يَدَهُۥ فَإِذَا هِيَ بَيۡضَآءُ لِلنَّٰظِرِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1062.mp3,እጁንም አወጣ፡፡ እርሷም ወዲያውኑ ለተመልካቾች ነጭ ኾነች፡፡
1063,7,109,قَالَ ٱلۡمَلَأُ مِن قَوۡمِ فِرۡعَوۡنَ إِنَّ هَٰذَا لَسَٰحِرٌ عَلِيمٞ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1063.mp3,ከፈርዖን ሰዎች መማክርቶቹ፡- «ይህ በእርግጥ ዐዋቂ ድግምተኛ ነው» አሉ፡፡
1064,7,110,يُرِيدُ أَن يُخۡرِجَكُم مِّنۡ أَرۡضِكُمۡۖ فَمَاذَا تَأۡمُرُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1064.mp3,«ከምድራችሁ ሊያወጣችሁ ይሻል» (አሉ)፡፡ «ታዲያ ምን ታዛላችሁ» (አለ)
1065,7,111,قَالُوٓاْ أَرۡجِهۡ وَأَخَاهُ وَأَرۡسِلۡ فِي ٱلۡمَدَآئِنِ حَٰشِرِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1065.mp3,(እነርሱም) አሉ «እርሱንና ወንድሙን አቆይ፡፡ ወደ ከተሞቹም ሁሉ ሰብሳቢዎችን (ዘበኞች) ላክ፡፡»
1066,7,112,يَأۡتُوكَ بِكُلِّ سَٰحِرٍ عَلِيمٖ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1066.mp3,«ዐዋቂ ድግምተኛ የኾነን ሁሉ ያመጡልሃልና፡፡»
1067,7,113,وَجَآءَ ٱلسَّحَرَةُ فِرۡعَوۡنَ قَالُوٓاْ إِنَّ لَنَا لَأَجۡرًا إِن كُنَّا نَحۡنُ ٱلۡغَٰلِبِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1067.mp3,ድግምተኞቹም ወደ ፈርዖን መጡ፡፡ «እኛ አሸናፊዎች ብንኾን ለእኛ በእርግጥ ዋጋ አለን» አሉ፡፡
1068,7,114,قَالَ نَعَمۡ وَإِنَّكُمۡ لَمِنَ ٱلۡمُقَرَّبِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1068.mp3,«አዎን እናንተም በእርግጥ ከባለሟሎቹ ትኾናላችሁ» አላቸው፡፡
1069,7,115,قَالُواْ يَٰمُوسَىٰٓ إِمَّآ أَن تُلۡقِيَ وَإِمَّآ أَن نَّكُونَ نَحۡنُ ٱلۡمُلۡقِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1069.mp3,«ሙሳ ሆይ (በትርህን) ወይም (በፊት) ትጥላለህ ወይም እኛ ጣዮች እንኾናለን» አሉት፡፡
1070,7,116,قَالَ أَلۡقُواْۖ فَلَمَّآ أَلۡقَوۡاْ سَحَرُوٓاْ أَعۡيُنَ ٱلنَّاسِ وَٱسۡتَرۡهَبُوهُمۡ وَجَآءُو بِسِحۡرٍ عَظِيمٖ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1070.mp3,«ጣሉ» አላቸው፡፡ (ገመዶቻቸውን) በጣሉም ጊዜ የሰዎቹን ዓይኖች ደገሙባቸው፡፡ አስፈራሩዋቸውም፡፡ ትልቅ ድግምትንም አመጡ፡፡
1071,7,117,۞ وَأَوۡحَيۡنَآ إِلَىٰ مُوسَىٰٓ أَنۡ أَلۡقِ عَصَاكَۖ فَإِذَا هِيَ تَلۡقَفُ مَا يَأۡفِكُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1071.mp3,ወደ ሙሳም፡- «በትርህን ጣል» ስንል ላክን፡፡ (ጣላትም) ወዲያውኑም የሚቀጣጥፉትን (ማታለያ) ትውጣለች፡፡
1072,7,118,فَوَقَعَ ٱلۡحَقُّ وَبَطَلَ مَا كَانُواْ يَعۡمَلُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1072.mp3,እውነቱም ተገለጸ፡፡ ይሠሩት የነበሩትም (ድግምት) ተበላሸ፡፡
1073,7,119,فَغُلِبُواْ هُنَالِكَ وَٱنقَلَبُواْ صَٰغِرِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1073.mp3,እዚያ ዘንድ ተሸነፉም፡፡ ወራዶችም ኾነው ተመለሱ፡፡
1074,7,120,وَأُلۡقِيَ ٱلسَّحَرَةُ سَٰجِدِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1074.mp3,ድግምተኞቹም ሰጋጆች ኾነው ወደቁ፡፡
1075,7,121,قَالُوٓاْ ءَامَنَّا بِرَبِّ ٱلۡعَٰلَمِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1075.mp3,አሉ፡- «በዓለማት ጌታ አመንን፡፡»
1076,7,122,رَبِّ مُوسَىٰ وَهَٰرُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1076.mp3,«በሙሳና በሃሩን ጌታ፡፡»
1077,7,123,قَالَ فِرۡعَوۡنُ ءَامَنتُم بِهِۦ قَبۡلَ أَنۡ ءَاذَنَ لَكُمۡۖ إِنَّ هَٰذَا لَمَكۡرٞ مَّكَرۡتُمُوهُ فِي ٱلۡمَدِينَةِ لِتُخۡرِجُواْ مِنۡهَآ أَهۡلَهَاۖ فَسَوۡفَ تَعۡلَمُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1077.mp3,ፈርዖን አለ፡- «እኔ ለእናንተ ሳልፈቅድላችሁ በፊት በእርሱ አመናችሁን ይህ በከተማይቱ ውስጥ ሰዎቿን ከእርሷ ለማውጣት በእርግጥ የተስማማችሁበት ተንኮል ነው፡፡ ወደፊትም (የሚደርስባችሁን) ታውቃላችሁ፡፡»
1078,7,124,لَأُقَطِّعَنَّ أَيۡدِيَكُمۡ وَأَرۡجُلَكُم مِّنۡ خِلَٰفٖ ثُمَّ لَأُصَلِّبَنَّكُمۡ أَجۡمَعِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1078.mp3,«እጆቻችሁንና እግሮቻችሁን በማፈራረቅ በእርግጥ እቆራርጣለሁ፡፡ ከዚያም ሁላችሁንም በእርግጥ እሰቅላችኋለሁ፡፡»
1079,7,125,قَالُوٓاْ إِنَّآ إِلَىٰ رَبِّنَا مُنقَلِبُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1079.mp3,አሉ፡- «እኛ ወደ ጌታችን ተመላሾች ነን፡፡»
1080,7,126,وَمَا تَنقِمُ مِنَّآ إِلَّآ أَنۡ ءَامَنَّا بِـَٔايَٰتِ رَبِّنَا لَمَّا جَآءَتۡنَاۚ رَبَّنَآ أَفۡرِغۡ عَلَيۡنَا صَبۡرٗا وَتَوَفَّنَا مُسۡلِمِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1080.mp3,«የጌታችንም ተዓምራቶች በመጡልን ጊዜ ከማመናችን በቀር ከእኛ አትጠላም፡፡ ጌታችን ሆይ! በእኛ ላይ ትዕግስትን አፍስስ፡፡ ሙስሊሞች ኾነን ግደለን፡፡»
1081,7,127,وَقَالَ ٱلۡمَلَأُ مِن قَوۡمِ فِرۡعَوۡنَ أَتَذَرُ مُوسَىٰ وَقَوۡمَهُۥ لِيُفۡسِدُواْ فِي ٱلۡأَرۡضِ وَيَذَرَكَ وَءَالِهَتَكَۚ قَالَ سَنُقَتِّلُ أَبۡنَآءَهُمۡ وَنَسۡتَحۡيِۦ نِسَآءَهُمۡ وَإِنَّا فَوۡقَهُمۡ قَٰهِرُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1081.mp3,ከፈርዖንም ሰዎች ታላላቆቹ (ለፈርዖን) «ሙሳንና ሰዎቹን በምድር ላይ እንዲያበላሹና (ሙሳም) አንተንና አማልክቶችህን እንዲተው ትተዋቸዋለህን» አሉ፡፡ «ወንዶች ልጆቻቸውን እንገድላለን፡፡ ሴቶቻቸውንም እናስቀራለን፡፡ እኛም ከበላያቸው ነን፡፡ አሸናፊዎች (ነን)» አለ፡፡
1082,7,128,قَالَ مُوسَىٰ لِقَوۡمِهِ ٱسۡتَعِينُواْ بِٱللَّهِ وَٱصۡبِرُوٓاْۖ إِنَّ ٱلۡأَرۡضَ لِلَّهِ يُورِثُهَا مَن يَشَآءُ مِنۡ عِبَادِهِۦۖ وَٱلۡعَٰقِبَةُ لِلۡمُتَّقِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1082.mp3,ሙሳ ለሰዎቹ፡- «ለአላህ ተገዙ ታገሱም፡፡ ምድር ለአላህ ናትና፡፡ ከባሮቹ ለሚሻው ያወርሳታል፡፡ ምሰጉንዋም ፍጻሜ ለጥንቁቆቹ ናት» አላቸው፡፡
1083,7,129,قَالُوٓاْ أُوذِينَا مِن قَبۡلِ أَن تَأۡتِيَنَا وَمِنۢ بَعۡدِ مَا جِئۡتَنَاۚ قَالَ عَسَىٰ رَبُّكُمۡ أَن يُهۡلِكَ عَدُوَّكُمۡ وَيَسۡتَخۡلِفَكُمۡ فِي ٱلۡأَرۡضِ فَيَنظُرَ كَيۡفَ تَعۡمَلُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1083.mp3,«ከመምጣትህም በፊት ከመጣኽልንም በኋላ ተሰቃየን» አሉት፡፡ «ጌታችሁ ጠላቶቻችሁን ሊያጠፋ እንዴት እንደምትሠሩም ይመለከት ዘንድ በምድር ላይ ሊተካችሁ ይሻል» አላቸው፡፡
1084,7,130,وَلَقَدۡ أَخَذۡنَآ ءَالَ فِرۡعَوۡنَ بِٱلسِّنِينَ وَنَقۡصٖ مِّنَ ٱلثَّمَرَٰتِ لَعَلَّهُمۡ يَذَّكَّرُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1084.mp3,የፈርዖንንም ቤተሰቦች እንዲገሰጹ በድርቅ ዓመታትና ከፍሬዎችም በመቀነስ በእርግጥ ያዝናቸው፡፡
1085,7,131,فَإِذَا جَآءَتۡهُمُ ٱلۡحَسَنَةُ قَالُواْ لَنَا هَٰذِهِۦۖ وَإِن تُصِبۡهُمۡ سَيِّئَةٞ يَطَّيَّرُواْ بِمُوسَىٰ وَمَن مَّعَهُۥٓۗ أَلَآ إِنَّمَا طَٰٓئِرُهُمۡ عِندَ ٱللَّهِ وَلَٰكِنَّ أَكۡثَرَهُمۡ لَا يَعۡلَمُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1085.mp3,ደጊቱም ነገር (ምቾት) በመጣችላቸው ጊዜ «ይህች ለእኛ (ተገቢ) ናት» ይላሉ፡፡ ክፉትም ብታገኛቸው በሙሳና አብረውት ባሉት ገደቢስነት ያመካኛሉ፡፡ ንቁ! ገደቢስነታቸው አላህ ዘንድ ብቻ ነው፡፡ ግን አብዛኛዎቻቸው አያውቁም፡፡
1086,7,132,وَقَالُواْ مَهۡمَا تَأۡتِنَا بِهِۦ مِنۡ ءَايَةٖ لِّتَسۡحَرَنَا بِهَا فَمَا نَحۡنُ لَكَ بِمُؤۡمِنِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1086.mp3,(ለሙሳም) «በማንኛይቱም ተዓምር በእርሷ ልትደግምብን ብትመጣብን እኛ ለአንተ የምናምንልህ አይደለንም» አሉ፡፡
1087,7,133,فَأَرۡسَلۡنَا عَلَيۡهِمُ ٱلطُّوفَانَ وَٱلۡجَرَادَ وَٱلۡقُمَّلَ وَٱلضَّفَادِعَ وَٱلدَّمَ ءَايَٰتٖ مُّفَصَّلَٰتٖ فَٱسۡتَكۡبَرُواْ وَكَانُواْ قَوۡمٗا مُّجۡرِمِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1087.mp3,ወዲያም የወሃን ማጥለቅለቅ አንበጣንም ነቀዝንም እንቁራሪቶችንም ደምንም የተለያዩ ተዓምራት ሲኾኑ በነሱ ላይ ላክን ኮሩም ተንኮለኞችም ሕዝቦች ነበሩ፡፡
1088,7,134,وَلَمَّا وَقَعَ عَلَيۡهِمُ ٱلرِّجۡزُ قَالُواْ يَٰمُوسَى ٱدۡعُ لَنَا رَبَّكَ بِمَا عَهِدَ عِندَكَۖ لَئِن كَشَفۡتَ عَنَّا ٱلرِّجۡزَ لَنُؤۡمِنَنَّ لَكَ وَلَنُرۡسِلَنَّ مَعَكَ بَنِيٓ إِسۡرَٰٓءِيلَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1088.mp3,በእነርሱም ላይ ቅጣቱ በወደቀባቸው ጊዜ «ሙሳ ሆይ! ጌታህን ላንተ ቃል ኪዳን በገባልህ ነገር ለእኛ ለምንልን፡፡ ከእኛ ቅጣቱን ብታነሳልን ለአንተ በእርግጥ እናምንልሃለን፡፡ የእስራኤልንም ልጆች ከአንተ ጋር በእርግጥ እንለቃለን፤» አሉ፡፡
1089,7,135,فَلَمَّا كَشَفۡنَا عَنۡهُمُ ٱلرِّجۡزَ إِلَىٰٓ أَجَلٍ هُم بَٰلِغُوهُ إِذَا هُمۡ يَنكُثُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1089.mp3,እነርሱም ደራሾቹ እኾኑበት ጊዜ ድረስ ቅጣትን ከእነሱ ላይ ባነሳን ጊዜ ወዲያውኑ እነርሱ ቃላቸውን ያፈርሳሉ፡፡
1090,7,136,فَٱنتَقَمۡنَا مِنۡهُمۡ فَأَغۡرَقۡنَٰهُمۡ فِي ٱلۡيَمِّ بِأَنَّهُمۡ كَذَّبُواْ بِـَٔايَٰتِنَا وَكَانُواْ عَنۡهَا غَٰفِلِينَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1090.mp3,እነርሱ በተዓምራታችን ስለአስተባበሉም ከእርሷ ዘንጊዎች ስለኾኑም፤ ከእነሱ ተበቀልን፡፡ በባሕርም ውስጥ አሰጠምናቸው፡፡
1091,7,137,وَأَوۡرَثۡنَا ٱلۡقَوۡمَ ٱلَّذِينَ كَانُواْ يُسۡتَضۡعَفُونَ مَشَٰرِقَ ٱلۡأَرۡضِ وَمَغَٰرِبَهَا ٱلَّتِي بَٰرَكۡنَا فِيهَاۖ وَتَمَّتۡ كَلِمَتُ رَبِّكَ ٱلۡحُسۡنَىٰ عَلَىٰ بَنِيٓ إِسۡرَٰٓءِيلَ بِمَا صَبَرُواْۖ وَدَمَّرۡنَا مَا كَانَ يَصۡنَعُ فِرۡعَوۡنُ وَقَوۡمُهُۥ وَمَا كَانُواْ يَعۡرِشُونَ,https://cdn.islamic.network/quran/audio/64/ar.alafasy/1091.mp3,እነዚያንም ደካሞች የነበሩትን ሕዝቦች ያችን በውስጧ በረከት ያደረግንባትን ምድር ምሥራቆችዋንም ምዕራቦቿንም አወረስናቸው፡፡ የጌታህም መልካሚቱ ቃል በእስራኤል ልጆች ላይ በመታገሳቸው ተፈጸመች፡፡ ፈርዖንና ሰዎቹም ይሠሩት የነበረውን (ሕንጻ) ዳስ ያደርጉትም የነበረውን አፈረስን፡፡
